src_id,dst_id,weight
15,9192,1296
15,9197,25
15,9201,25
15,9202,30
15,9204,686
15,9218,342
15,9224,25
15,9230,10
15,9234,377
15,9237,224
15,9238,353
15,9246,110
15,9252,129
15,9254,160
15,9255,85
15,9259,2601
15,9260,565
15,9271,248
15,9272,706
15,9273,2075
15,9284,55
15,9292,25
15,9293,75
15,9294,122
15,9295,18
15,9299,24
15,9301,940
15,9315,283
15,9316,30
15,9317,35
15,9322,60
15,9323,226
15,9328,33
15,9331,75
15,9342,370
15,9345,480
15,9355,398
15,9361,60
15,9369,12
15,9379,410
15,9382,45
15,9386,75
15,9390,30
15,9391,2845
15,9394,219
15,9396,1060
15,9413,25
15,9420,50
15,9423,10
15,9424,957
